-768 | -334.93524458340903
-94 | -423.84159503799344
-803 | 255.40853328230378
-748 | -744.9913666087866
288 | -877.2616800709981
-574 | 619.3947907377744
-328 | 296.3264696487349
322 | 565.7077966652876
-446 | -76.1033319406323
-444 | 102.38776333114947
714 | 483.3832857879056
-931 | -446.1473310418222
674 | -729.0780346646584
957 | -377.03712198331243
-236 | 679.3641526613037
-293 | 571.1587980656802
411 | 649.4170106230911
-107 | 345.7050889368529
36 | 179.1750981432558
-897 | 25.005758704817026
-367 | -307.05345845562056
-708 | 358.3180431472888
-33 | -928.2432721501716
875 | -90.82843833607274
467 | -695.2232524218948
754 | 581.2847281167249
-341 | 641.7768035636188
-998 | -150.3803555416041
447 | -600.8710588892867
544 | -221.49826792498345
552 | -262.85318487032566
380 | -880.7730250604999
-979 | -873.8891722830393
28 | 224.06377025797292
389 | 949.8265517932771
232 | 389.1478708977588
917 | 29.49013963777884
1 | 261.21294551940923
-754 | -977.1849392644758
362 | 312.1739414720994
552 | 403.47928205032485
557 | 750.3674834332269
431 | -982.6163043592952
-199 | 409.54986448379714
-722 | -525.5680396927476
-953 | 811.164237050255
777 | 829.2017854075455
-930 | 710.564160234672
813 | 439.90677580007014
-420 | 882.4056359913925
-735 | 707.4156511645585
795 | -447.61232489818053
907 | 818.1582897274479
-767 | -953.7701754793055
731 | 112.31366801961099
-313 | 429.1016994332142
-536 | 406.3334449457125
-741 | -330.2042575216768
-348 | 976.947678167314
-511 | -822.1353946932772
8 | 221.14512465686812
-327 | 827.0736471902514
-433 | -54.62171138130259
-753 | 268.2731914904682
129 | 941.47017127206
635 | 937.8096317326435
197 | -700.3196127242563
493 | 777.7830810660498
374 | 67.60843708548714
-158 | -996.5383947032556
-676 | -798.2919658298426
503 | 73.52392475231909
730 | 339.29176878371277
-534 | 948.4152985606884
-368 | 601.9275832210196
-149 | -451.99856258141176
-686 | 754.9159116346939
-313 | -475.7451939640647
887 | -410.19620995471473
-757 | 363.03007956382316
-473 | -788.3216123454233
953 | 954.4083374602271
24 | 928.8778133260698
-940 | -103.00243986149485
-982 | 269.475082914282
-41 | -701.2838251177986
540 | -815.1924596725139
459 | 484.5057252799156
-604 | 65.58469898161661
377 | 57.903667812194044
-96 | -214.42221344894904
117 | -101.65414828074518
266 | 468.09198887282787
68 | 57.20631435751716
-518 | 538.3432315919777
95 | 643.3634939942697
-748 | -668.4314499993227
789 | 265.04198217741396
-57 | -496.3412197743151
-98 | -302.05285760878326
